topic,size,label,keywords,mk_q,mk_p,mk_tau,mk_trend,burst_max,drift_total_dist,drift_step_mean,drift_robust_score,method,beta_year_z,p,q
96,38,96_action_actions_human_recognition,action recognition; action; recognition; human actions; human action; human; actions; videos; activity recognition; dataset; learning; video; 3d; collective activity; activity,0.071681483387272,0.0421208508676458,0.2833333333333333,increasing,,,,,,,,
97,38,97_wireless_wireless network_security_wireless networks,wireless; security; 802; network; wireless network; wireless networks; networks; wireless local; local area; wired; wlan; ieee 802; 802 11; area network; ieee,1.8669216373945478e-05,8.758655589691244e-07,-0.6966666666666667,decreasing,,,,,,,,
98,37,98_microservice_architecture_maintainability_software,microservice; microservices; microservice architecture; monolithic; architecture; software; microservices architecture; services; data; monolithic architecture; chaos; microservice architectures; service; msa; systems,0.0001107610593296,1.3961478066759623e-05,0.55,increasing,,,,,,,,
99,37,99_expressions_mathematical_syntax_symbolic,expressions; mathematical expressions; symbolic; javacc; mathematical; parser; syntax; symbolic computation; mathematical expression; expression; programming; grammar; handwritten mathematical; functional programming; abstract syntax,0.1585225858896752,0.1079019282106192,-0.23,no_trend,,,,,,,,
100,37,100_iot_authentication_rfid_security,iot; authentication; rfid; security; protocol; devices; privacy; protocols; internet things; attacks; iot devices; things; internet; authentication protocol; dtls,0.0107804510088298,0.004304610562438,0.3966666666666666,increasing,,,,,,,,
101,36,101_genome_read_dna_reads,sequencing; genome; dna; read; reads; genomic; alignment; svs; inversions; data; hts; duplications; assembly; genomes; sequence,0.0023746980078978,0.0007982178177807,0.4533333333333333,increasing,,,,,,,,
102,36,102_news_documents_event_articles,news; documents; news articles; event detection; event; information; articles; data; document; latent semantic; semantic; detection tracking; stories; pages; retrieval,0.3927840487756087,0.3003642725931126,-0.15,no_trend,,,,,,,,
103,35,103_skin_cancer_images_diagnosis,skin; melanoma; skin cancer; cancer; lesion; images; lesions; skin lesions; diagnosis; skin lesion; dermoscopic; learning; classification; isic; dermoscopy,0.000369920711724,7.460585782670393e-05,0.4866666666666667,increasing,,,,,,,,
104,34,104_video_streaming_coding_packet,video; iptv; streaming; raptor; 264; packet; rtp; quic; coding; video coding; network; protocol; intermediate node; quality; quality experience,0.0400019909041576,0.0205052222281816,-0.33,decreasing,,,,,,,,
105,33,105_spectrum_radio_cognitive_channel,cognitive radio; spectrum; radio; cognitive; secondary users; channel; radio networks; secondary; primary users; users; licensed; channel assignment; networks; primary user; sus,0.948567570977332,0.9405964149186988,-0.0133333333333333,no_trend,,,,,,,,
106,33,106_path_robots_agents_planning,robots; path; robot; agents; path planning; agent; planning; flock; formation control; flocking; mapf; search; algorithm; target search; multi agent,0.2101800024846347,0.146596136186762,-0.2033333333333333,no_trend,,,,,,,,
107,33,107_elliptic_multiplication_modular_curve,elliptic; elliptic curve; multiplication; elliptic curves; cryptography; rsa; curve; modular; curves; montgomery; modular multiplication; cryptographic; curve cryptography; multiplier; scalar multiplication,0.8496153652813699,0.8139172406897157,-0.0366666666666666,no_trend,,,,,,,,
108,32,108_effort_estimation_software_project,effort estimation; software; software effort; estimation; cost estimation; effort; projects; software cost; project; software projects; cocomo; risk; model; cost; software development,0.9408016110645598,0.924989819281962,0.0166666666666666,no_trend,,,,,,,,
109,32,109_digital_image_transform_discrete,watermarking; watermark; image; image watermarking; images; digital watermarking; copyright; digital; copyright protection; watermarked; attacks; dwt; fragile; transform; medical images,0.5499869766067962,0.4575521906224606,0.1066666666666666,no_trend,,,,,,,,
110,32,110_posts_social_influential_tweets,microblogging; tweets; posts; social; users; influential; user; twitter; microblogs; influential user; sentiment; microblog; social networks; information; microbloggers,0.0635959696176257,0.0347372943289552,0.2866666666666667,increasing,,,,,,,,
111,32,111_control_sliding_controller_mode,sliding mode; mode control; fractional order; fractional; control; sliding; controller; disturbance; mode; disturbance observer; order; robust control; systems; disturbances; disturbance rejection,0.1078429550593919,0.0670620056671849,0.26,no_trend,,,,,,,,
112,31,112_network_security_packet_ip,firewall; network; firewalls; security; ipsec; packet filtering; packet; virtual private; packets; ip; vpn; networks; virtual; opnet; private network,0.0031027540809671,0.0011036571297289,-0.4633333333333333,decreasing,,,,,,,,
113,31,113_sensor_coverage_localization_deployment,sensor; wireless sensor; sensor networks; wireless; localization; wsns; nodes; coverage; deployment; sensor nodes; dynamic deployment; wsn; algorithm; networks; sensors,0.1463829807043476,0.0959485083608329,0.23,no_trend,,,,,,,,
114,31,114_interoperability_healthcare_health_clinical,ehr; interoperability; health; healthcare; clinical; patient; information; medical; systems; data; electronic health; ihe; hl7; semantic; standards,0.4579508610018588,0.3578943703627972,-0.13,no_trend,,,,,,,,
115,30,115_automata_finite_qualitative_quantum,automata; automaton; finite automata; finite; quantum; kronecker; turing; turing machines; finite automaton; time; verifiers; timed automata; timed; model; qualitative,0.157861767226948,0.1061255577996289,-0.2233333333333333,no_trend,,,,,,,,
116,30,116_earthquake_earthquakes_disasters_magnitude,earthquake; earthquakes; seismic; earthquake prediction; data; disasters; tweets; shear; prediction; natural disasters; lstm; model; dataset; earthquake magnitude; social media,0.4555559696081539,0.3521945311256316,0.13,no_trend,,,,,,,,
117,30,117_usability_mobile_interface_voice,usability; ivr; mobile; software; user; user centered; voice; cabin; development; vui; interface; sus; information; voice response; eye tracking,0.8341428224828215,0.7920852011811665,0.04,no_trend,,,,,,,,
118,30,118_websites_attacks_url_malicious,phishing; phishing attacks; attacks; phishing websites; urls; phishing detection; websites; url; malicious; learning; detection; social engineering; legitimate; web pages; detecting phishing,0.0001320024786795,1.7748232427505783e-05,0.5433333333333333,increasing,,,,,,,,
